"Y"	"t.j"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"GG"	"Yield"
"3382"	"2003"	2003	1994	"Rajshahi"	"2003-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.3495
"3383"	"2003"	2003	1994	"Rangpur"	"2003-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.812209302
"3384"	"2003"	2003	1994	"Satkhira"	"2003-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	6.569302326
"3385"	"2003"	2003	1994	"Sonagazi"	"2003-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.4
"3386"	"2004"	2004	1994	"Barisal"	"2004-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.525278059
"3387"	"2004"	2004	1994	"Comilla"	"2004-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.749213953
"3388"	"2004"	2004	1994	"Gazipur"	"2004-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.009709302
"3389"	"2004"	2004	1994	"Rajshahi"	"2004-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.759697674
"3390"	"2004"	2004	1994	"Rangpur"	"2004-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.52
"3391"	"2004"	2004	1994	"Satkhira"	"2004-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.83255814
"3392"	"2004"	2004	1994	"Sonagazi"	"2004-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.361522199
"3393"	"2004"	2004	1994	"Kustia"	"2004-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.49527907
"3394"	"2005"	2005	1994	"Barisal"	"2005-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.921
"3395"	"2005"	2005	1994	"Comilla"	"2005-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.214883721
"3396"	"2005"	2005	1994	"Gazipur"	"2005-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.989534884
"3397"	"2005"	2005	1994	"Rajshahi"	"2005-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.483023256
"3398"	"2005"	2005	1994	"Rangpur"	"2005-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	0.637438048
"3399"	"2005"	2005	1994	"Satkhira"	"2005-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.382325581
"3400"	"2005"	2005	1994	"Sonagazi"	"2005-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.37
"3401"	"2005"	2005	1994	"Kustia"	"2005-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.009151163
"3402"	"2006"	2006	1994	"Barisal"	"2006-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.95
"3403"	"2006"	2006	1994	"Comilla"	"2006-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	1.34
"3404"	"2006"	2006	1994	"Gazipur"	"2006-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.6
"3405"	"2006"	2006	1994	"Rajshahi"	"2006-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.3
"3406"	"2006"	2006	1994	"Rangpur"	"2006-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4
"3407"	"2006"	2006	1994	"Satkhira"	"2006-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.5
"3408"	"2006"	2006	1994	"Sonagazi"	"2006-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.46
"3409"	"2006"	2006	1994	"Kustia"	"2006-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.9
"3410"	"2007"	2007	1994	"Barisal"	"2007-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.1195
"3411"	"2007"	2007	1994	"Comilla"	"2007-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.45
"3412"	"2007"	2007	1994	"Gazipur"	"2007-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.3
"3413"	"2007"	2007	1994	"Rajshahi"	"2007-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.2
"3414"	"2007"	2007	1994	"Rangpur"	"2007-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	1.45
"3415"	"2007"	2007	1994	"Satkhira"	"2007-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.5
"3416"	"2007"	2007	1994	"Sonagazi"	"2007-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.61
"3417"	"2007"	2007	1994	"Kustia"	"2007-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.8
"3418"	"2008"	2008	1994	"Barisal"	"2008-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.25975
"3419"	"2008"	2008	1994	"Comilla"	"2008-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.11
"3420"	"2008"	2008	1994	"Gazipur"	"2008-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.6
"3421"	"2008"	2008	1994	"Rajshahi"	"2008-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.24
"3422"	"2008"	2008	1994	"Rangpur"	"2008-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.85
"3423"	"2008"	2008	1994	"Satkhira"	"2008-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4
"3424"	"2008"	2008	1994	"Sonagazi"	"2008-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	1.4
"3425"	"2008"	2008	1994	"Kustia"	"2008-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.2
"3426"	"2009"	2009	1994	"Barisal"	"2009-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.4
"3427"	"2009"	2009	1994	"Comilla"	"2009-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.61
"3428"	"2009"	2009	1994	"Gazipur"	"2009-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.65
"3429"	"2009"	2009	1994	"Rajshahi"	"2009-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.22
"3430"	"2009"	2009	1994	"Rangpur"	"2009-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.15
"3431"	"2009"	2009	1994	"Satkhira"	"2009-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.75
"3432"	"2009"	2009	1994	"Sonagazi"	"2009-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	1.4
"3433"	"2009"	2009	1994	"Kustia"	"2009-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.6
"3434"	"2010"	2010	1994	"Barisal"	"2010-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.73
"3435"	"2010"	2010	1994	"Comilla"	"2010-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.11
"3436"	"2010"	2010	1994	"Gazipur"	"2010-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.7
"3437"	"2010"	2010	1994	"Rajshahi"	"2010-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.61
"3438"	"2010"	2010	1994	"Rangpur"	"2010-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3
"3439"	"2010"	2010	1994	"Satkhira"	"2010-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.875
"3440"	"2010"	2010	1994	"Sonagazi"	"2010-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.84
"3441"	"2010"	2010	1994	"Kustia"	"2010-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.4
"3442"	"2011"	2011	1994	"Barisal"	"2011-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.06
"3443"	"2011"	2011	1994	"Comilla"	"2011-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.35
"3444"	"2011"	2011	1994	"Gazipur"	"2011-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.4
"3445"	"2011"	2011	1994	"Rajshahi"	"2011-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	7
"3446"	"2011"	2011	1994	"Rangpur"	"2011-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.3
"3447"	"2011"	2011	1994	"Satkhira"	"2011-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.8125
"3448"	"2011"	2011	1994	"Sonagazi"	"2011-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.8
"3449"	"2011"	2011	1994	"Kustia"	"2011-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.74
"3450"	"2012"	2012	1994	"Kustia"	"2012-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.31
"3451"	"2012"	2012	1994	"Sonagazi"	"2012-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.99
"3452"	"2012"	2012	1994	"Comilla"	"2012-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.4
"3453"	"2012"	2012	1994	"Gazipur"	"2012-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.49
"3454"	"2012"	2012	1994	"Rajshahi"	"2012-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.52
"3455"	"2012"	2012	1994	"Rangpur"	"2012-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.8
"3456"	"2012"	2012	1994	"Satkhira"	"2012-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.415
"3457"	"2012"	2012	1994	"Barisal"	"2012-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.03
"3458"	"2013"	2013	1994	"Kustia"	"2013-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.32
"3459"	"2013"	2013	1994	"Sonagazi"	"2013-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.88
"3460"	"2013"	2013	1994	"Comilla"	"2013-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.67
"3461"	"2013"	2013	1994	"Gazipur"	"2013-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.1
"3462"	"2013"	2013	1994	"Rajshahi"	"2013-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.73
"3463"	"2013"	2013	1994	"Rangpur"	"2013-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.8
"3464"	"2013"	2013	1994	"Barisal"	"2013-Barisal"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.65
"3465"	"2014"	2014	1994	"Kustia"	"2014-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.36
"3466"	"2014"	2014	1994	"Sonagazi"	"2014-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.99
"3467"	"2014"	2014	1994	"Comilla"	"2014-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.12
"3468"	"2014"	2014	1994	"Gazipur"	"2014-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.3
"3469"	"2014"	2014	1994	"Rajshahi"	"2014-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.586744186
"3470"	"2014"	2014	1994	"Rangpur"	"2014-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.1
"3471"	"2014"	2014	1994	"Satkhira"	"2014-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.06
"3472"	"2014"	2014	1994	"Bhanga"	"2014-Bhanga"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.125
"3473"	"2015"	2015	1994	"Kustia"	"2015-Kustia"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	6.55
"3474"	"2015"	2015	1994	"Sonagazi"	"2015-Sonagazi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	3.492102326
"3475"	"2015"	2015	1994	"Comilla"	"2015-Comilla"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.972365777
"3476"	"2015"	2015	1994	"Gazipur"	"2015-Gazipur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	5.307208454
"3477"	"2015"	2015	1994	"Rajshahi"	"2015-Rajshahi"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.613255814
"3478"	"2015"	2015	1994	"Rangpur"	"2015-Rangpur"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	2.25
"3479"	"2015"	2015	1994	"Satkhira"	"2015-Satkhira"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.779069767
"3480"	"2015"	2015	1994	"Bhanga"	"2015-Bhanga"	"BRRI dhan31"	"3"	"Medium"	"Medium-BRRI dhan31"	4.1825
"3481"	"2001"	2001	1994	"Barisal"	"2001-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.02
"3482"	"2001"	2001	1994	"Comilla"	"2001-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.66622093
"3483"	"2001"	2001	1994	"Gazipur"	"2001-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.803488372
"3484"	"2001"	2001	1994	"Rajshahi"	"2001-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.84
"3485"	"2001"	2001	1994	"Rangpur"	"2001-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.248284884
"3486"	"2001"	2001	1994	"Satkhira"	"2001-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.63372093
"3487"	"2001"	2001	1994	"Sonagazi"	"2001-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.623255814
"3488"	"2002"	2002	1994	"Barisal"	"2002-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.7
"3489"	"2002"	2002	1994	"Comilla"	"2002-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.4
"3490"	"2002"	2002	1994	"Gazipur"	"2002-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.82492907
"3491"	"2002"	2002	1994	"Rajshahi"	"2002-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.139
"3492"	"2002"	2002	1994	"Rangpur"	"2002-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.39
"3493"	"2002"	2002	1994	"Satkhira"	"2002-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.22
"3494"	"2002"	2002	1994	"Sonagazi"	"2002-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.922255814
"3495"	"2003"	2003	1994	"Barisal"	"2003-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	6.957069767
"3496"	"2003"	2003	1994	"Comilla"	"2003-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.116813953
"3497"	"2003"	2003	1994	"Gazipur"	"2003-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.690790698
"3498"	"2003"	2003	1994	"Rajshahi"	"2003-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.9895
"3499"	"2003"	2003	1994	"Rangpur"	"2003-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.106569767
"3500"	"2003"	2003	1994	"Satkhira"	"2003-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	6.04744186
"3501"	"2003"	2003	1994	"Sonagazi"	"2003-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.65
"3502"	"2004"	2004	1994	"Barisal"	"2004-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.443677326
"3503"	"2004"	2004	1994	"Comilla"	"2004-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	2.419346512
"3504"	"2004"	2004	1994	"Gazipur"	"2004-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.940813953
"3505"	"2004"	2004	1994	"Rajshahi"	"2004-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.846511628
"3506"	"2004"	2004	1994	"Rangpur"	"2004-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.17
"3507"	"2004"	2004	1994	"Satkhira"	"2004-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.709767442
"3508"	"2004"	2004	1994	"Sonagazi"	"2004-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.298520085
"3509"	"2004"	2004	1994	"Kustia"	"2004-Kustia"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.658305814
"3510"	"2005"	2005	1994	"Barisal"	"2005-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.703
"3511"	"2005"	2005	1994	"Comilla"	"2005-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.835348837
"3512"	"2005"	2005	1994	"Gazipur"	"2005-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.230232558
"3513"	"2005"	2005	1994	"Rajshahi"	"2005-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.669534884
"3514"	"2005"	2005	1994	"Rangpur"	"2005-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.496910738
"3515"	"2005"	2005	1994	"Satkhira"	"2005-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.402790698
"3516"	"2005"	2005	1994	"Sonagazi"	"2005-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.18
"3517"	"2005"	2005	1994	"Kustia"	"2005-Kustia"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.220872093
"3518"	"2006"	2006	1994	"Barisal"	"2006-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.715
"3519"	"2006"	2006	1994	"Comilla"	"2006-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	2.55
"3520"	"2006"	2006	1994	"Gazipur"	"2006-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.3
"3521"	"2006"	2006	1994	"Rajshahi"	"2006-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.2
"3522"	"2006"	2006	1994	"Rangpur"	"2006-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.25
"3523"	"2006"	2006	1994	"Satkhira"	"2006-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.9
"3524"	"2006"	2006	1994	"Sonagazi"	"2006-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.08
"3525"	"2006"	2006	1994	"Kustia"	"2006-Kustia"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.7
"3526"	"2007"	2007	1994	"Barisal"	"2007-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	2.488
"3527"	"2007"	2007	1994	"Comilla"	"2007-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.19
"3528"	"2007"	2007	1994	"Gazipur"	"2007-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	2.7
"3529"	"2007"	2007	1994	"Rajshahi"	"2007-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.2
"3530"	"2007"	2007	1994	"Rangpur"	"2007-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.5
"3531"	"2007"	2007	1994	"Satkhira"	"2007-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.25
"3532"	"2007"	2007	1994	"Sonagazi"	"2007-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.1
"3533"	"2007"	2007	1994	"Kustia"	"2007-Kustia"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.7
"3534"	"2008"	2008	1994	"Barisal"	"2008-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.069
"3535"	"2008"	2008	1994	"Comilla"	"2008-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	2.51
"3536"	"2008"	2008	1994	"Gazipur"	"2008-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.3
"3537"	"2008"	2008	1994	"Rajshahi"	"2008-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.58
"3538"	"2008"	2008	1994	"Rangpur"	"2008-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.65
"3539"	"2008"	2008	1994	"Satkhira"	"2008-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.075
"3540"	"2008"	2008	1994	"Sonagazi"	"2008-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	2.2
"3541"	"2008"	2008	1994	"Kustia"	"2008-Kustia"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.75
"3542"	"2009"	2009	1994	"Barisal"	"2009-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.65
"3543"	"2009"	2009	1994	"Comilla"	"2009-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.68
"3544"	"2009"	2009	1994	"Gazipur"	"2009-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.1
"3545"	"2009"	2009	1994	"Rajshahi"	"2009-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.89
"3546"	"2009"	2009	1994	"Rangpur"	"2009-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.6
"3547"	"2009"	2009	1994	"Satkhira"	"2009-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.6625
"3548"	"2009"	2009	1994	"Sonagazi"	"2009-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	2.15
"3549"	"2009"	2009	1994	"Kustia"	"2009-Kustia"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.8
"3550"	"2010"	2010	1994	"Barisal"	"2010-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	3.285
"3551"	"2010"	2010	1994	"Comilla"	"2010-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.85
"3552"	"2010"	2010	1994	"Gazipur"	"2010-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.8
"3553"	"2010"	2010	1994	"Rajshahi"	"2010-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.345
"3554"	"2010"	2010	1994	"Rangpur"	"2010-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.35
"3555"	"2010"	2010	1994	"Satkhira"	"2010-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.86875
"3556"	"2010"	2010	1994	"Sonagazi"	"2010-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.53
"3557"	"2010"	2010	1994	"Kustia"	"2010-Kustia"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.3
"3558"	"2011"	2011	1994	"Barisal"	"2011-Barisal"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	2.92
"3559"	"2011"	2011	1994	"Comilla"	"2011-Comilla"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.28
"3560"	"2011"	2011	1994	"Gazipur"	"2011-Gazipur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.65
"3561"	"2011"	2011	1994	"Rajshahi"	"2011-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	6.8
"3562"	"2011"	2011	1994	"Rangpur"	"2011-Rangpur"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4
"3563"	"2011"	2011	1994	"Satkhira"	"2011-Satkhira"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	4.765625
"3564"	"2011"	2011	1994	"Sonagazi"	"2011-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	7.1
"3565"	"2011"	2011	1994	"Kustia"	"2011-Kustia"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.31
"3566"	"2012"	2012	1994	"Kustia"	"2012-Kustia"	"BRRI dhan32"	"1"	"Medium"	"Medium-BRRI dhan32"	5.28
