"Y"	"t.j"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"GG"	"Yield"
"221"	"2014"	2014	1980	"Rajshahi"	"2014-Rajshahi"	"BR10"	"2"	"Long"	"Long-BR10"	5.60027907
"222"	"2014"	2014	1980	"Rangpur"	"2014-Rangpur"	"BR10"	"2"	"Long"	"Long-BR10"	5
"223"	"2014"	2014	1980	"Satkhira"	"2014-Satkhira"	"BR10"	"2"	"Long"	"Long-BR10"	5.04
"224"	"2014"	2014	1980	"Bhanga"	"2014-Bhanga"	"BR10"	"2"	"Long"	"Long-BR10"	4
"225"	"2015"	2015	1980	"Kustia"	"2015-Kustia"	"BR10"	"2"	"Long"	"Long-BR10"	5.51
"226"	"2015"	2015	1980	"Sonagazi"	"2015-Sonagazi"	"BR10"	"2"	"Long"	"Long-BR10"	4.189827907
"227"	"2015"	2015	1980	"Comilla"	"2015-Comilla"	"BR10"	"2"	"Long"	"Long-BR10"	5.605799598
"228"	"2015"	2015	1980	"Gazipur"	"2015-Gazipur"	"BR10"	"2"	"Long"	"Long-BR10"	6.293218885
"229"	"2015"	2015	1980	"Rajshahi"	"2015-Rajshahi"	"BR10"	"2"	"Long"	"Long-BR10"	5.643
"230"	"2015"	2015	1980	"Rangpur"	"2015-Rangpur"	"BR10"	"2"	"Long"	"Long-BR10"	2.5
"231"	"2015"	2015	1980	"Satkhira"	"2015-Satkhira"	"BR10"	"2"	"Long"	"Long-BR10"	5.389922481
"232"	"2015"	2015	1980	"Bhanga"	"2015-Bhanga"	"BR10"	"2"	"Long"	"Long-BR10"	4.6
"233"	"2001"	2001	1980	"Barisal"	"2001-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	4.37
"234"	"2001"	2001	1980	"Comilla"	"2001-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	5.219360465
"235"	"2001"	2001	1980	"Gazipur"	"2001-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	3.649767442
"236"	"2001"	2001	1980	"Rajshahi"	"2001-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	3.94
"237"	"2001"	2001	1980	"Rangpur"	"2001-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	3.595901163
"238"	"2001"	2001	1980	"Satkhira"	"2001-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	6.920116279
"239"	"2001"	2001	1980	"Sonagazi"	"2001-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	3.649767442
"240"	"2002"	2002	1980	"Barisal"	"2002-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	4.7
"241"	"2002"	2002	1980	"Comilla"	"2002-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	4
"242"	"2002"	2002	1980	"Gazipur"	"2002-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	4.264181395
"243"	"2002"	2002	1980	"Rajshahi"	"2002-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	4.239
"244"	"2002"	2002	1980	"Rangpur"	"2002-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	3.4
"245"	"2002"	2002	1980	"Satkhira"	"2002-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	6.616046512
"246"	"2002"	2002	1980	"Sonagazi"	"2002-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	3.948767442
"247"	"2003"	2003	1980	"Barisal"	"2003-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	2.817151163
"248"	"2003"	2003	1980	"Comilla"	"2003-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	1.826169767
"249"	"2003"	2003	1980	"Gazipur"	"2003-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	2.530534884
"250"	"2003"	2003	1980	"Rajshahi"	"2003-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	4.0895
"251"	"2003"	2003	1980	"Rangpur"	"2003-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	3.791802326
"252"	"2003"	2003	1980	"Satkhira"	"2003-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	7.224186047
"253"	"2003"	2003	1980	"Sonagazi"	"2003-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	1.55
"254"	"2004"	2004	1980	"Barisal"	"2004-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	3.545421512
"255"	"2004"	2004	1980	"Comilla"	"2004-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	3.053343023
"256"	"2004"	2004	1980	"Gazipur"	"2004-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	4.710930233
"257"	"2004"	2004	1980	"Rajshahi"	"2004-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	4.475930233
"258"	"2004"	2004	1980	"Rangpur"	"2004-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	2.61
"259"	"2004"	2004	1980	"Satkhira"	"2004-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	6.139534884
"260"	"2004"	2004	1980	"Sonagazi"	"2004-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	2.793868922
"261"	"2004"	2004	1980	"Kustia"	"2004-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	2.25615
"262"	"2005"	2005	1980	"Barisal"	"2005-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	6.078
"263"	"2005"	2005	1980	"Comilla"	"2005-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	3.931744186
"264"	"2005"	2005	1980	"Gazipur"	"2005-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	3.512209302
"265"	"2005"	2005	1980	"Rajshahi"	"2005-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	6.280930233
"266"	"2005"	2005	1980	"Rangpur"	"2005-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	1.686811506
"267"	"2005"	2005	1980	"Satkhira"	"2005-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	6.385116279
"268"	"2005"	2005	1980	"Sonagazi"	"2005-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	3.26
"269"	"2005"	2005	1980	"Kustia"	"2005-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	5.470151163
"270"	"2006"	2006	1980	"Barisal"	"2006-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	4.189
"271"	"2006"	2006	1980	"Comilla"	"2006-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	0.88
"272"	"2006"	2006	1980	"Gazipur"	"2006-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	5.1
"273"	"2006"	2006	1980	"Rajshahi"	"2006-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	5.6
"274"	"2006"	2006	1980	"Rangpur"	"2006-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	5.05
"275"	"2006"	2006	1980	"Satkhira"	"2006-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	5.8
"276"	"2006"	2006	1980	"Sonagazi"	"2006-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	6.32
"277"	"2006"	2006	1980	"Kustia"	"2006-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	6.1
"278"	"2007"	2007	1980	"Barisal"	"2007-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	4.607
"279"	"2007"	2007	1980	"Comilla"	"2007-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	3.06
"280"	"2007"	2007	1980	"Gazipur"	"2007-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	3.9
"281"	"2007"	2007	1980	"Rajshahi"	"2007-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	5.4
"282"	"2007"	2007	1980	"Rangpur"	"2007-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	3
"283"	"2007"	2007	1980	"Satkhira"	"2007-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	4
"284"	"2007"	2007	1980	"Sonagazi"	"2007-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	3.85
"285"	"2007"	2007	1980	"Kustia"	"2007-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	6.2
"286"	"2008"	2008	1980	"Barisal"	"2008-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	3.6785
"287"	"2008"	2008	1980	"Comilla"	"2008-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	1.96
"288"	"2008"	2008	1980	"Gazipur"	"2008-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	5.1
"289"	"2008"	2008	1980	"Rajshahi"	"2008-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	3.82
"290"	"2008"	2008	1980	"Rangpur"	"2008-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	4.35
"291"	"2008"	2008	1980	"Satkhira"	"2008-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	4.9
"292"	"2008"	2008	1980	"Sonagazi"	"2008-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	1.7
"293"	"2008"	2008	1980	"Kustia"	"2008-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	5.6
"294"	"2009"	2009	1980	"Barisal"	"2009-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	2.75
"295"	"2009"	2009	1980	"Comilla"	"2009-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	3.435
"296"	"2009"	2009	1980	"Gazipur"	"2009-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	4.5
"297"	"2009"	2009	1980	"Rajshahi"	"2009-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	4.61
"298"	"2009"	2009	1980	"Rangpur"	"2009-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	4.1
"299"	"2009"	2009	1980	"Satkhira"	"2009-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	4.45
"300"	"2009"	2009	1980	"Sonagazi"	"2009-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	1.65
"301"	"2009"	2009	1980	"Kustia"	"2009-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	5
"302"	"2010"	2010	1980	"Barisal"	"2010-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	3.17
"303"	"2010"	2010	1980	"Comilla"	"2010-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	4.91
"304"	"2010"	2010	1980	"Gazipur"	"2010-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	4.65
"305"	"2010"	2010	1980	"Rajshahi"	"2010-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	5.955
"306"	"2010"	2010	1980	"Rangpur"	"2010-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	3.1
"307"	"2010"	2010	1980	"Satkhira"	"2010-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	4.675
"308"	"2010"	2010	1980	"Sonagazi"	"2010-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	4.95
"309"	"2010"	2010	1980	"Kustia"	"2010-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	6
"310"	"2011"	2011	1980	"Barisal"	"2011-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	3.59
"311"	"2011"	2011	1980	"Comilla"	"2011-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	1.87
"312"	"2011"	2011	1980	"Gazipur"	"2011-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	4.45
"313"	"2011"	2011	1980	"Rajshahi"	"2011-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	7.3
"314"	"2011"	2011	1980	"Rangpur"	"2011-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	4.2
"315"	"2011"	2011	1980	"Satkhira"	"2011-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	4.5625
"316"	"2011"	2011	1980	"Sonagazi"	"2011-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	4.8
"317"	"2011"	2011	1980	"Kustia"	"2011-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	4.5
"318"	"2012"	2012	1980	"Kustia"	"2012-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	5.39
"319"	"2012"	2012	1980	"Sonagazi"	"2012-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	4.65
"320"	"2012"	2012	1980	"Comilla"	"2012-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	5.42
"321"	"2012"	2012	1980	"Gazipur"	"2012-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	4.112
"322"	"2012"	2012	1980	"Rajshahi"	"2012-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	5.15
"323"	"2012"	2012	1980	"Rangpur"	"2012-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	2.5
"324"	"2012"	2012	1980	"Satkhira"	"2012-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	2.94
"325"	"2012"	2012	1980	"Barisal"	"2012-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	3.38
"326"	"2013"	2013	1980	"Kustia"	"2013-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	5.1
"327"	"2013"	2013	1980	"Sonagazi"	"2013-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	4.97
"328"	"2013"	2013	1980	"Comilla"	"2013-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	6.5
"329"	"2013"	2013	1980	"Gazipur"	"2013-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	7
"330"	"2013"	2013	1980	"Rajshahi"	"2013-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	5.6
"331"	"2013"	2013	1980	"Rangpur"	"2013-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	3
"332"	"2013"	2013	1980	"Barisal"	"2013-Barisal"	"BR10"	"3"	"Long"	"Long-BR10"	5.27
"333"	"2014"	2014	1980	"Kustia"	"2014-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	4.84
"334"	"2014"	2014	1980	"Sonagazi"	"2014-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	3.42
"335"	"2014"	2014	1980	"Comilla"	"2014-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	7.58
"336"	"2014"	2014	1980	"Gazipur"	"2014-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	6.6
"337"	"2014"	2014	1980	"Rajshahi"	"2014-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	6.582093023
"338"	"2014"	2014	1980	"Rangpur"	"2014-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	4
"339"	"2014"	2014	1980	"Satkhira"	"2014-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	4.86
"340"	"2014"	2014	1980	"Bhanga"	"2014-Bhanga"	"BR10"	"3"	"Long"	"Long-BR10"	4.375
"341"	"2015"	2015	1980	"Kustia"	"2015-Kustia"	"BR10"	"3"	"Long"	"Long-BR10"	5.89
"342"	"2015"	2015	1980	"Sonagazi"	"2015-Sonagazi"	"BR10"	"3"	"Long"	"Long-BR10"	4.016074419
"343"	"2015"	2015	1980	"Comilla"	"2015-Comilla"	"BR10"	"3"	"Long"	"Long-BR10"	5.371207771
"344"	"2015"	2015	1980	"Gazipur"	"2015-Gazipur"	"BR10"	"3"	"Long"	"Long-BR10"	5.992605304
"345"	"2015"	2015	1980	"Rajshahi"	"2015-Rajshahi"	"BR10"	"3"	"Long"	"Long-BR10"	7.254906977
"346"	"2015"	2015	1980	"Rangpur"	"2015-Rangpur"	"BR10"	"3"	"Long"	"Long-BR10"	3.1
"347"	"2015"	2015	1980	"Satkhira"	"2015-Satkhira"	"BR10"	"3"	"Long"	"Long-BR10"	5.935658915
"348"	"2015"	2015	1980	"Bhanga"	"2015-Bhanga"	"BR10"	"3"	"Long"	"Long-BR10"	5
"349"	"2001"	2001	1980	"Barisal"	"2001-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.66
"350"	"2001"	2001	1980	"Comilla"	"2001-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.322093023
"351"	"2001"	2001	1980	"Gazipur"	"2001-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.237906977
"352"	"2001"	2001	1980	"Rajshahi"	"2001-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.88
"353"	"2001"	2001	1980	"Rangpur"	"2001-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.063604651
"354"	"2001"	2001	1980	"Satkhira"	"2001-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	6.910813953
"355"	"2001"	2001	1980	"Sonagazi"	"2001-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.233953488
"356"	"2002"	2002	1980	"Barisal"	"2002-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.05
"357"	"2002"	2002	1980	"Comilla"	"2002-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.5
"358"	"2002"	2002	1980	"Gazipur"	"2002-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.868732558
"359"	"2002"	2002	1980	"Rajshahi"	"2002-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.179
"360"	"2002"	2002	1980	"Rangpur"	"2002-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.76
"361"	"2002"	2002	1980	"Satkhira"	"2002-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	6.454186047
"362"	"2002"	2002	1980	"Sonagazi"	"2002-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.532953488
"363"	"2003"	2003	1980	"Barisal"	"2003-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.527616279
"364"	"2003"	2003	1980	"Comilla"	"2003-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.990846512
"365"	"2003"	2003	1980	"Gazipur"	"2003-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.233488372
"366"	"2003"	2003	1980	"Rajshahi"	"2003-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.0295
"367"	"2003"	2003	1980	"Rangpur"	"2003-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.367209302
"368"	"2003"	2003	1980	"Satkhira"	"2003-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	7.36744186
"369"	"2003"	2003	1980	"Sonagazi"	"2003-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	1.94
"370"	"2004"	2004	1980	"Barisal"	"2004-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.834839484
"371"	"2004"	2004	1980	"Comilla"	"2004-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.373575
"372"	"2004"	2004	1980	"Gazipur"	"2004-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.486976744
"373"	"2004"	2004	1980	"Rajshahi"	"2004-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.246697674
"374"	"2004"	2004	1980	"Rangpur"	"2004-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.73
"375"	"2004"	2004	1980	"Satkhira"	"2004-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	6.733023256
"376"	"2004"	2004	1980	"Sonagazi"	"2004-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.872093023
"377"	"2004"	2004	1980	"Kustia"	"2004-Kustia"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.434883721
"378"	"2005"	2005	1980	"Barisal"	"2005-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.233
"379"	"2005"	2005	1980	"Comilla"	"2005-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.879534884
"380"	"2005"	2005	1980	"Gazipur"	"2005-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.405116279
"381"	"2005"	2005	1980	"Rajshahi"	"2005-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.61872093
"382"	"2005"	2005	1980	"Rangpur"	"2005-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.955203965
"383"	"2005"	2005	1980	"Satkhira"	"2005-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	6.303255814
"384"	"2005"	2005	1980	"Sonagazi"	"2005-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.73
"385"	"2005"	2005	1980	"Kustia"	"2005-Kustia"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.906395349
"386"	"2006"	2006	1980	"Barisal"	"2006-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.24
"387"	"2006"	2006	1980	"Comilla"	"2006-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	0.51
"388"	"2006"	2006	1980	"Gazipur"	"2006-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.05
"389"	"2006"	2006	1980	"Rajshahi"	"2006-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.4
"390"	"2006"	2006	1980	"Rangpur"	"2006-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.6
"391"	"2006"	2006	1980	"Satkhira"	"2006-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.8
"392"	"2006"	2006	1980	"Sonagazi"	"2006-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.87
"393"	"2006"	2006	1980	"Kustia"	"2006-Kustia"	"BR11"	"1"	"Medium"	"Medium-BR11"	5
"394"	"2007"	2007	1980	"Barisal"	"2007-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.8505
"395"	"2007"	2007	1980	"Comilla"	"2007-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.28
"396"	"2007"	2007	1980	"Gazipur"	"2007-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.15
"397"	"2007"	2007	1980	"Rajshahi"	"2007-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.9
"398"	"2007"	2007	1980	"Rangpur"	"2007-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.9
"399"	"2007"	2007	1980	"Satkhira"	"2007-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.25
"400"	"2007"	2007	1980	"Sonagazi"	"2007-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.89
"401"	"2007"	2007	1980	"Kustia"	"2007-Kustia"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.1
"402"	"2008"	2008	1980	"Barisal"	"2008-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.82525
"403"	"2008"	2008	1980	"Comilla"	"2008-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.36
"404"	"2008"	2008	1980	"Gazipur"	"2008-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.05
"405"	"2008"	2008	1980	"Rajshahi"	"2008-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.53
"406"	"2008"	2008	1980	"Rangpur"	"2008-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.1
"407"	"2008"	2008	1980	"Satkhira"	"2008-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.525
"408"	"2008"	2008	1980	"Sonagazi"	"2008-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.1
"409"	"2008"	2008	1980	"Kustia"	"2008-Kustia"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.2
"410"	"2009"	2009	1980	"Barisal"	"2009-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.8
"411"	"2009"	2009	1980	"Comilla"	"2009-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.58
"412"	"2009"	2009	1980	"Gazipur"	"2009-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.575
"413"	"2009"	2009	1980	"Rajshahi"	"2009-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.215
"414"	"2009"	2009	1980	"Rangpur"	"2009-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.65
"415"	"2009"	2009	1980	"Satkhira"	"2009-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.3875
"416"	"2009"	2009	1980	"Sonagazi"	"2009-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	1.6
"417"	"2009"	2009	1980	"Kustia"	"2009-Kustia"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.3
"418"	"2010"	2010	1980	"Barisal"	"2010-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.45
"419"	"2010"	2010	1980	"Comilla"	"2010-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.8
"420"	"2010"	2010	1980	"Gazipur"	"2010-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.1
"421"	"2010"	2010	1980	"Rajshahi"	"2010-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	7.0075
"422"	"2010"	2010	1980	"Rangpur"	"2010-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.8
"423"	"2010"	2010	1980	"Satkhira"	"2010-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.45625
"424"	"2010"	2010	1980	"Sonagazi"	"2010-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.12
"425"	"2010"	2010	1980	"Kustia"	"2010-Kustia"	"BR11"	"1"	"Medium"	"Medium-BR11"	6
"426"	"2011"	2011	1980	"Barisal"	"2011-Barisal"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.1
"427"	"2011"	2011	1980	"Comilla"	"2011-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	1.87
"428"	"2011"	2011	1980	"Gazipur"	"2011-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	5.5
"429"	"2011"	2011	1980	"Rajshahi"	"2011-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	8.8
"430"	"2011"	2011	1980	"Rangpur"	"2011-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4
"431"	"2011"	2011	1980	"Satkhira"	"2011-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.421875
"432"	"2011"	2011	1980	"Sonagazi"	"2011-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	7
"433"	"2011"	2011	1980	"Kustia"	"2011-Kustia"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.77
"434"	"2012"	2012	1980	"Kustia"	"2012-Kustia"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.84
"435"	"2012"	2012	1980	"Sonagazi"	"2012-Sonagazi"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.9
"436"	"2012"	2012	1980	"Comilla"	"2012-Comilla"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.27
"437"	"2012"	2012	1980	"Gazipur"	"2012-Gazipur"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.114
"438"	"2012"	2012	1980	"Rajshahi"	"2012-Rajshahi"	"BR11"	"1"	"Medium"	"Medium-BR11"	4.83
"439"	"2012"	2012	1980	"Rangpur"	"2012-Rangpur"	"BR11"	"1"	"Medium"	"Medium-BR11"	2.15
"440"	"2012"	2012	1980	"Satkhira"	"2012-Satkhira"	"BR11"	"1"	"Medium"	"Medium-BR11"	3.07
